id,code,name,keywords
TCMT001079,C03.03.21.01,枯痔钉疗法,
TCMT001080,C03.03.21.02,枯痔硬化疗法,
TCMT001081,C03.03.22,拔罐疗法,吸筒疗法
TCMT001082,C03.03.22.01,走罐疗法,推罐疗法
TCMT001083,C03.03.22.02,药筒疗法,药罐疗法；药筒拔法
TCMT001084,C03.03.23,火烙疗法,
TCMT001085,C03.03.23.01,扁桃体烙治疗法,喉核烙法
TCMT001086,C03.03.24,打灯火疗法,爆灯火疗法；烧灯火疗法
TCMT001087,C03.03.25,切开疗法,
TCMT001088,C03.03.26,割治疗法,割脂疗法
TCMT001089,C03.03.26.01,钩割疗法,钩割法
TCMT001090,C03.03.26.02,鼻丘割治疗法,
TCMT001091,C03.03.26.03,割掌疗法,
TCMT001092,C03.03.26.04,小针刀疗法,针刀疗法
TCMT001093,C03.03.27,刺血疗法,针刺放血疗法
TCMT001094,C03.03.27.01,扁桃体啄治疗法,喉核啄治法
TCMT001095,C03.03.27.02,砭镰疗法,镰洗疗法；飞针疗法
TCMT001096,C03.03.28,刮痧疗法,
TCMT001097,C03.03.28.01,撮痧疗法,捏痧疗法；抓痧疗法
TCMT001098,C03.03.29,缠缚疗法,
TCMT001099,C03.03.30,引流疗法,
TCMT001100,C03.03.31,吸引疗法,
TCMT001101,C03.03.32,药线疗法,药捻疗法
TCMT001102,C03.03.33,拖线疗法,拖线法
TCMT001103,C03.03.34,灌注疗法,药物灌注法
TCMT001104,C03.03.35,垫棉疗法,垫棉法；垫棉压迫疗法
TCMT001105,C03.03.36,点眼疗法,
TCMT001106,C03.03.37,敷眼疗法,
TCMT001107,C03.03.38,海螵蛸摩擦疗法,
TCMT001108,C03.03.39,金针拨障疗法,针拨疗法
TCMT001109,C03.03.40,塞耳疗法,
TCMT001110,C03.03.41,吹耳疗法,耳内吹粉疗法；药末吹耳疗法；药末喷耳疗法
TCMT001111,C03.03.42,滴耳疗法,药液滴耳疗法
TCMT001112,C03.03.43,洗耳疗法,
TCMT001113,C03.03.44,塞鼻疗法,药物塞鼻疗法
TCMT001114,C03.03.44.01,鼻腔填塞疗法,
TCMT001115,C03.03.45,药液滴鼻疗法,
TCMT001116,C03.03.45.01,油剂滴鼻疗法,
TCMT001117,C03.03.46,吹鼻疗法,散剂吸药疗法
TCMT001118,C03.03.46.01,取嚏疗法,催嚏开窍疗法
TCMT001119,C03.03.47,鼻嗅疗法,
TCMT001120,C03.03.48,气雾吸入疗法,
TCMT001121,C03.03.48.01,雾化吸入疗法,
TCMT001122,C03.03.48.02,喷雾疗法,蒸汽吸入疗法
TCMT001123,C03.03.49,噙化疗法,
TCMT001124,C03.03.50,含漱疗法,药液漱口疗法
TCMT001125,C03.03.51,小儿蒂丁指压疗法,
TCMT001126,C03.03.52,吹喉疗法,咽部涂药疗法
TCMT001127,C03.03.53,药液拭口疗法,
TCMT001128,C03.03.54,擦牙疗法,擦牙开噤疗法
TCMT001129,C03.03.55,结扎疗法,缠扎疗法
TCMT001130,C03.03.55.01,挂线疗法,
TCMT001131,C03.03.55.02,套扎疗法,
TCMT001132,C03.03.55.03,结扎切除疗法,
TCMT001133,C03.03.55.04,切开挂线疗法,
TCMT001134,C03.03.56,整复疗法,
TCMT001135,C03.03.56.01,牵引疗法,
TCMT001136,C03.03.56.01.01,骨盆牵引法,
TCMT001137,C03.03.56.01.02,颈椎布兜牵引法,枕颌带牵引法
TCMT001138,C03.03.56.02,包扎固定疗法,
TCMT001139,C03.03.56.03,夹板固定疗法,夹缚固定疗法
TCMT001140,C03.03.57,穴位埋线疗法,
TCMT001141,C03.03.58,磁穴疗法,磁场敷贴穴位疗法；磁针疗法
TCMT001142,C03.04.,饮食疗法,食物疗法
TCMT001143,C03.04.01,食养,饮食养生
TCMT001144,C03.04.02,食疗,食治疗法
TCMT001145,C03.04.02.01,药膳疗法,
TCMT001146,C03.04.02.02,药饭疗法,
TCMT001147,C03.04.02.03,药粥疗法,
TCMT001148,C03.04.02.04,药酒疗法,
TCMT001149,C03.04.02.05,药茶疗法,
TCMT001150,C03.04.02.06,脏器疗法,
TCMT001151,C03.05.,意疗法,
TCMT001152,C03.05.01,情志疗法,精神疗法
TCMT001153,C03.05.01.01,意示入眠疗法,
TCMT001154,C03.05.01.02,语言开导疗法,劝说开导疗法
TCMT001155,C03.05.01.03,以情胜情疗法,情志相胜疗法；情志相胜法
TCMT001156,C03.05.01.04,移情易性疗法,
TCMT001157,C03.05.01.05,暗示解惑疗法,
TCMT001158,C03.05.01.06,顺意疗法,顺情从欲疗法
TCMT001159,C03.05.01.07,习以平惊疗法,
TCMT001160,C03.05.02,音乐疗法,
TCMT001161,C03.05.03,歌吟疗法,
TCMT001162,C03.05.04,舞蹈疗法,
TCMT001163,C03.06.,杂疗法,
TCMT001164,C03.06.01,矿泉疗法,
TCMT001165,C03.06.02,日光浴疗法,
TCMT001166,C03.06.03,蜞针疗法,
TCMT001167,C03.06.04,蜂毒疗法,蜂螫疗法；蜂针疗法
TCMT001168,C03.06.05,鳝血疗法,
